ID,Date,Date1,Species,Capture Time,Sex,Age,Mass,Forearm,Fat,Lean,Free_Water,Total_Body_Water,Season,Tibia Length,Repro Status,State,County,Site Name,Comments
AG-MYLU-63,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.33,37.61,0.665,4.865,0.045,3.91,,,,NY,,Barton Hill,assumed adult
AG-MYLU-64,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.83,38.86,0.955,4.815,0.055,3.935,,,,NY,,Barton Hill,assumed adult
AG-MYLU-65,3.4.2016,4-Mar-16,Myotis lucifugus,,M,A,6.45,38.78,0.66,4.775,0.005,3.845,,,,NY,,Barton Hill,assumed adult
AG-MYLU-66,3.4.2016,4-Mar-16,Myotis lucifugus,,M,A,6.43,38.96,0.605,4.965,0.015,3.905,,,,NY,,Barton Hill,assumed adult
AG-MYLU-67,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.35,37.79,0.695,4.74,0.035,3.82,,,,NY,,Barton Hill,assumed adult
AG-MYLU-68,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,7.06,40.07,1.095,5.115,0,4.16,,,,NY,,Barton Hill,assumed adult
AG-MYLU-69,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.67,38.57,0.715,4.99,0.025,4.11,,,,NY,,Barton Hill,assumed adult
AG-MYLU-70,3.4.2016,4-Mar-16,Myotis lucifugus,,M,A,5.83,38.42,0.73,4.41,0,3.63,,,,NY,,Barton Hill,assumed adult
AG-MYLU-71,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,8.25,41.28,1.42,5.775,0.01,4.66,,,,NY,,Barton Hill,assumed adult
AG-MYLU-72,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.28,38.5,0.855,4.56,0.015,3.76,,,,NY,,Barton Hill,assumed adult
AG-MYLU-73,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.66,39.04,0.685,5.125,0,4.185,,,,NY,,Barton Hill,assumed adult
AG-MYLU-74,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.18,39.21,0.535,4.75,0.035,3.81,,,,NY,,Barton Hill,assumed adult
AG-MYLU-75,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.45,37.96,1.155,4.61,0.015,3.705,,,,NY,,Barton Hill,assumed adult
AG-MYLU-76,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,7.87,39.14,1.32,5.565,0.075,4.64,,,,NY,,Barton Hill,assumed adult
AG-MYLU-77,3.4.2016,4-Mar-16,Myotis lucifugus,,F,A,6.64,38.98,0.77,4.97,0.005,4.08,,,,NY,,Barton Hill,assumed adult
AG-MYLU-78,3.4.2016,4-Mar-16,Myotis lucifugus,,M,A,6.71,37.81,0.81,4.975,0.085,4.16,,,,NY,,Barton Hill,assumed adult
AG-MYLU-79,3.4.2016,4-Mar-16,Myotis lucifugus,,M,A,6.39,38.78,0.625,4.93,0,3.58,,,,NY,,Barton Hill,assumed adult
AG-MYLU-21,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.2,39.08,0.545,4.965,0.04,4,,,,VT,,Aeolus,assumed adult
AG-MYLU-22,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.6,37.83,0.56,5.165,0.02,2.025,,,,VT,,Aeolus,assumed adult
AG-MYLU-23,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,6.83,38.75,0.605,5.495,0.175,4.145,,,,VT,,Aeolus,assumed adult
AG-MYLU-24,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,8.15,41.32,1.46,5.895,0.06,2.885,,,,VT,,Aeolus,assumed adult
AG-MYLU-25,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.21,35.63,0.46,5.08,0.01,3.765,,,,VT,,Aeolus,assumed adult
AG-MYLU-26,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,6.15,38.03,0.89,4.545,0.11,3.89,,,,VT,,Aeolus,assumed adult
AG-MYLU-27,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,8.31,37.32,1.71,5.805,0.08,4.755,,,,VT,,Aeolus,assumed adult
AG-MYLU-28,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.97,39.32,0.64,5.075,0,3.625,,,,VT,,Aeolus,assumed adult
AG-MYLU-29,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,7.29,39.43,0.855,5.1,0.055,4.195,,,,VT,,Aeolus,assumed adult
AG-MYLU-30,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.8,38.95,0.61,5.16,0.03,4.17,,,,VT,,Aeolus,assumed adult
AG-MYLU-31,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,5.64,37.43,0.245,4.65,0.015,3.825,,,,VT,,Aeolus,assumed adult
AG-MYLU-32,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.97,38.75,0.66,5.45,0,4.4,,,,VT,,Aeolus,assumed adult
AG-MYLU-33,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.95,38.36,0.8,5.295,0.04,4.39,,,,VT,,Aeolus,assumed adult
AG-MYLU-34,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,6.88,39.16,0.37,5.495,0.02,4.475,,,,VT,,Aeolus,assumed adult
AG-MYLU-35,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,7.01,38.89,0.68,5.26,0.025,4.28,,,,VT,,Aeolus,assumed adult
AG-MYLU-36,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,6.96,37.71,0.89,5.09,0.02,4.1,,,,VT,,Aeolus,assumed adult
AG-MYLU-37,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.38,39.77,0.655,4.89,0.015,3.99,,,,VT,,Aeolus,assumed adult
AG-MYLU-38,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,6.46,39.45,0.745,4.745,0,3.865,,,,VT,,Aeolus,assumed adult
AG-MYLU-39,3.9.2016,9-Mar-16,Myotis lucifugus,,M,A,5.87,37.12,0.62,4.44,0.015,3.685,,,,VT,,Aeolus,assumed adult
AG-MYLU-40,3.9.2016,9-Mar-16,Myotis lucifugus,,F,A,6.74,39.2,0.465,5.31,0.025,4.32,,,,VT,,Aeolus,assumed adult
AG-MYLU-100,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.47,38.75,0.925,5.705,0,4.615,,,,NY,,Graphite,assumed adult
AG-MYLU-101,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.62,37.92,1.305,5.4,0.08,4.46,,,,NY,,Graphite,assumed adult
AG-MYLU-102,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,6.82,38.47,0.885,5.15,0.04,4.265,,,,NY,,Graphite,assumed adult
AG-MYLU-103,3.10.2016,10-Mar-16,Myotis lucifugus,,F,A,6.66,37.52,0.785,5.095,0.03,3.32,,,,NY,,Graphite,assumed adult
AG-MYLU-104,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.1,38.57,0.98,5.25,0,4.295,,,,NY,,Graphite,assumed adult
AG-MYLU-105,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.21,39.72,0.585,5.86,0.02,4.54,,,,NY,,Graphite,assumed adult
AG-MYLU-106,3.10.2016,10-Mar-16,Myotis lucifugus,,F,A,8.1,36.29,1.56,5.755,0.01,4.685,,,,NY,,Graphite,assumed adult
AG-MYLU-107,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,6.04,37.27,0.755,4.59,0.015,3.37,,,,NY,,Graphite,assumed adult
AG-MYLU-108,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,6.95,37.61,0.795,5.26,0.01,4.09,,,,NY,,Graphite,assumed adult
AG-MYLU-109,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.02,38.09,1.105,5.465,0.05,4.37,,,,NY,,Graphite,assumed adult
AG-MYLU-110,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,6.62,36.01,0.925,4.97,0.005,3.915,,,,NY,,Graphite,assumed adult
AG-MYLU-111,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.7,39.28,1.175,5.915,0.03,4.94,,,,NY,,Graphite,assumed adult
AG-MYLU-112,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,6.79,37.26,0.775,5.23,0.015,4.2,,,,NY,,Graphite,assumed adult
AG-MYLU-113,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.46,37.93,0.9,5.84,0.02,4.335,,,,NY,,Graphite,assumed adult
AG-MYLU-114,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.41,37.58,1.355,5.225,0.025,4.32,,,,NY,,Graphite,assumed adult
AG-MYLU-115,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.36,39,1.24,5.605,0.095,4.17,,,,NY,,Graphite,assumed adult
AG-MYLU-116,3.10.2016,10-Mar-16,Myotis lucifugus,,F,A,7.76,38.41,1.05,5.98,0.045,4.925,,,,NY,,Graphite,assumed adult
AG-MYLU-117,3.10.2016,10-Mar-16,Myotis lucifugus,,M,A,7.28,38.57,0.91,5.61,0.04,4.535,,,,NY,,Graphite,assumed adult
AG-MYLU-118,3.10.2016,10-Mar-16,Myotis lucifugus,,F,A,6.82,37.86,0.805,5.205,0.03,4.26,,,,NY,,Graphite,assumed adult
AG-MYLU-119,3.10.2016,10-Mar-16,Myotis lucifugus,,F,A,7.89,38.61,0.925,6.14,0.01,5.015,,,,NY,,Graphite,assumed adult
DB1-LANO-1,4.15.2016,15-Apr-16,Lasionycteris noctivagans,,M,A,9.57,42.39,0.92,7.69,,,Spring,17.46,,ON,,Long Point,
DB1-LANO-10,4.22.2016,22-Apr-16,Lasionycteris noctivagans,,F,A,10.45,42.86,0.87,8.18,,,Spring,16.54,,ON,,Long Point,
DB1-LANO-11a,4.22.2016,22-Apr-16,Lasionycteris noctivagans,,M,A,9.69,41.71,0.75,7.2,,,Spring,15.49,,ON,,Long Point,
DB1-LANO-11b,5.7.2016,7-May-16,Lasionycteris noctivagans,,M,A,10.6,41.85,0.71,8.21,,,Spring,15.49,,ON,,Long Point,
DB1-LANO-11c,5.22.2016,22-May-16,Lasionycteris noctivagans,,M,A,11.6,41.75,1.48,8.65,,,Spring,16.55,,ON,,Long Point,
DB1-LANO-12,5.4.2016,4-May-16,Lasionycteris noctivagans,,F,A,10.59,42.51,1.05,8.27,,,Spring,17.68,,ON,,Long Point,
DB1-LANO-13,4.22.2016,22-Apr-16,Lasionycteris noctivagans,,F,A,11.19,42.03,1.79,8.13,,,Spring,18.33,,ON,,Long Point,
DB1-LANO-14,5.4.2016,4-May-16,Lasionycteris noctivagans,,F,A,10.35,40.33,1.19,7.95,,,Spring,17.17,,ON,,Long Point,
DB1-LANO-15a,5.5.2016,5-May-16,Lasionycteris noctivagans,,M,A,8.91,41.65,0.65,7.04,,,Spring,15.58,,ON,,Long Point,
DB1-LANO-15b,5.7.2016,7-May-16,Lasionycteris noctivagans,,M,A,9.03,41.49,0.61,7.15,,,Spring,15.56,,ON,,Long Point,
DB1-LANO-16,5.6.2016,6-May-16,Lasionycteris noctivagans,,M,A,9.6,41.4,0.8,7.45,,,Spring,14.34,,ON,,Long Point,
DB1-LANO-17,5.6.2016,6-May-16,Lasionycteris noctivagans,,M,A,9.55,43.5,0.83,7.55,,,Spring,16.22,,ON,,Long Point,
DB1-LANO-18,5.7.2016,7-May-16,Lasionycteris noctivagans,,F,A,10.9,40.88,0.99,8.61,,,Spring,16.47,,ON,,Long Point,
DB1-LANO-19,5.7.2016,7-May-16,Lasionycteris noctivagans,,F,A,10.9,40.51,1,8.56,,,Spring,16.65,,ON,,Long Point,
DB1-LANO-20,5.7.2016,7-May-16,Lasionycteris noctivagans,,F,A,11.01,43.24,0.61,8.54,,,Spring,17.82,,ON,,Long Point,
DB1-LANO-21,5.8.2016,8-May-16,Lasionycteris noctivagans,,F,A,9.46,40.09,0.41,7.64,,,Spring,16.24,,ON,,Long Point,
DB1-LANO-22,5.9.2016,9-May-16,Lasionycteris noctivagans,,F,A,13.51,42.37,2.12,9.76,,,Spring,16.56,,ON,,Long Point,
DB1-LANO-23,5.10.2016,10-May-16,Lasionycteris noctivagans,,F,A,14.14,49.35,2.53,9.82,,,Spring,17.48,,ON,,Long Point,
DB1-LANO-24,5.10.2016,10-May-16,Lasionycteris noctivagans,,F,A,13.96,43.19,2.44,9.76,,,Spring,17.32,,ON,,Long Point,
DB1-LANO-25,5.10.2016,10-May-16,Lasionycteris noctivagans,,M,A,9.81,40.38,0.92,7.58,,,Spring,16.19,,ON,,Long Point,
DB1-LANO-26,5.10.2016,10-May-16,Lasionycteris noctivagans,,F,A,12.98,39.76,1.96,9.56,,,Spring,17.11,,ON,,Long Point,
DB1-LANO-27,5.11.2016,11-May-16,Lasionycteris noctivagans,,F,A,14.51,42.59,2.48,9.91,,,Spring,17.28,,ON,,Long Point,
DB1-LANO-28,5.11.2016,11-May-16,Lasionycteris noctivagans,,F,A,12.04,41.69,1.55,9.02,,,Spring,17.01,,ON,,Long Point,
DB1-LANO-29,5.11.2016,11-May-16,Lasionycteris noctivagans,,F,A,12.58,42.35,1.73,9.15,,,Spring,18.43,,ON,,Long Point,
DB1-LANO-2a,4.15.2016,15-Apr-16,Lasionycteris noctivagans,,M,A,9.9,41.63,0.43,7.23,,,Spring,16.3,,ON,,Long Point,
DB1-LANO-2b,5.23.2016,23-May-16,Lasionycteris noctivagans,,M,A,10.04,41.59,0.8,7.94,,,Spring,16.97,,ON,,Long Point,
DB1-LANO-3,4.16.2016,16-Apr-16,Lasionycteris noctivagans,,F,A,11.61,40.73,2.44,7.73,,,Spring,16.51,,ON,,Long Point,
DB1-LANO-30,5.11.2016,11-May-16,Lasionycteris noctivagans,,F,A,13.31,41.55,1.94,9.63,,,Spring,18.33,,ON,,Long Point,
DB1-LANO-31,5.11.2016,11-May-16,Lasionycteris noctivagans,,F,A,13.14,40.07,2.48,8.7,,,Spring,16.77,,ON,,Long Point,
DB1-LANO-32,5.11.2016,11-May-16,Lasionycteris noctivagans,,F,A,12.64,42.18,2.68,8.33,,,Spring,18.34,,ON,,Long Point,
DB1-LANO-33,5.12.2016,12-May-16,Lasionycteris noctivagans,,F,A,12.37,41,1.69,9.13,,,Spring,16.96,,ON,,Long Point,
DB1-LANO-34,5.12.2016,12-May-16,Lasionycteris noctivagans,,F,A,12.49,40.91,2.51,8.4,,,Spring,17.73,,ON,,Long Point,
DB1-LANO-35,5.12.2016,12-May-16,Lasionycteris noctivagans,,F,A,11.74,41.17,1.38,8.9,,,Spring,16.64,,ON,,Long Point,
DB1-LANO-36,5.12.2016,12-May-16,Lasionycteris noctivagans,,F,A,11.1,40.3,1.5,8.18,,,Spring,16.37,,ON,,Long Point,
DB1-LANO-37,5.12.2016,12-May-16,Lasionycteris noctivagans,,F,A,11.25,41.41,1.63,8.05,,,Spring,16.59,,ON,,Long Point,
DB1-LANO-38,5.12.2016,12-May-16,Lasionycteris noctivagans,,F,A,11.58,41.09,1.36,8.73,,,Spring,17.14,,ON,,Long Point,
DB1-LANO-39,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,14.11,42.81,2.41,10.24,,,Spring,17.81,,ON,,Long Point,
DB1-LANO-40,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,12.97,42.82,2.17,9.27,,,Spring,17.62,,ON,,Long Point,
DB1-LANO-41,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,12.77,41.47,2.38,9.05,,,Spring,15.47,,ON,,Long Point,
DB1-LANO-42,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,12.02,41.45,1.41,9.02,,,Spring,15.67,,ON,,Long Point,
DB1-LANO-43,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,10.77,43.28,1.18,8.27,,,Spring,17.45,,ON,,Long Point,
DB1-LANO-44,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,11.16,43.05,1.37,8.53,,,Spring,17.16,,ON,,Long Point,
DB1-LANO-45,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,10.26,42.22,0.58,8.47,,,Spring,14.85,,ON,,Long Point,
DB1-LANO-46,5.14.2016,14-May-16,Lasionycteris noctivagans,,F,A,10.26,40.16,0.99,8.96,,,Spring,16.78,,ON,,Long Point,
DB1-LANO-47,5.17.2016,17-May-16,Lasionycteris noctivagans,,F,A,11.08,40.84,1.13,8.69,,,Spring,16.56,,ON,,Long Point,
DB1-LANO-48,5.19.2016,19-May-16,Lasionycteris noctivagans,,F,A,10.91,40.17,1.13,8.29,,,Spring,15.24,,ON,,Long Point,
DB1-LANO-49,5.21.2016,21-May-16,Lasionycteris noctivagans,,F,A,12.35,39.06,2.08,8.39,,,Spring,15.39,,ON,,Long Point,
DB1-LANO-4a,4.16.2016,16-Apr-16,Lasionycteris noctivagans,,M,A,7.89,40.18,0.35,6.16,,,Spring,17.01,,ON,,Long Point,
DB1-LANO-4b,5.23.2016,23-May-16,Lasionycteris noctivagans,,M,A,9.68,40.25,1.1,7.4,,,Spring,16.92,,ON,,Long Point,
DB1-LANO-4c,5.14.2016,14-May-16,Lasionycteris noctivagans,,M,A,10.48,40.11,1.25,7.7,,,Spring,16.83,,ON,,Long Point,
DB1-LANO-5,4.21.2016,21-Apr-16,Lasionycteris noctivagans,,F,A,10.6,42.94,1.23,8.15,,,Spring,17.54,,ON,,Long Point,
DB1-LANO-50,5.21.2016,21-May-16,Lasionycteris noctivagans,,F,A,14.86,41.74,2.53,10.78,,,Spring,18,,ON,,Long Point,
DB1-LANO-51,5.21.2016,21-May-16,Lasionycteris noctivagans,,F,A,12.4,40.01,2.03,9.12,,,Spring,16.34,,ON,,Long Point,
DB1-LANO-52,5.22.2016,22-May-16,Lasionycteris noctivagans,,F,A,10.98,41.45,1.52,8.28,,,Spring,17.61,,ON,,Long Point,
DB1-LANO-53,5.23.2016,23-May-16,Lasionycteris noctivagans,,F,A,12.98,40.41,2.05,9.71,,,Spring,15.46,,ON,,Long Point,
DB1-LANO-54,5.25.2016,25-May-16,Lasionycteris noctivagans,,F,A,13.36,40.76,2.2,9.4,,,Spring,16.94,,ON,,Long Point,
DB1-LANO-55,5.26.2016,26-May-16,Lasionycteris noctivagans,,F,A,12.26,42.17,2.48,8.54,,,Spring,17.24,,ON,,Long Point,
DB1-LANO-56,5.28.2016,28-May-16,Lasionycteris noctivagans,,M,A,10.85,42.12,1.51,8.25,,,Spring,17.98,,ON,,Long Point,
DB1-LANO-57,5.30.2016,30-May-16,Lasionycteris noctivagans,,M,A,11.49,41.03,1.16,9,,,Spring,17.65,,ON,,Long Point,
DB1-LANO-58,6.1.2016,1-Jun-16,Lasionycteris noctivagans,,M,A,9.3,38.65,0.74,7.47,,,Spring,16.08,,ON,,Long Point,
DB1-LANO-59,6.1.2016,1-Jun-16,Lasionycteris noctivagans,,M,A,10.93,40.05,1.3,8.52,,,Spring,17.01,,ON,,Long Point,
DB1-LANO-6,4.21.2016,21-Apr-16,Lasionycteris noctivagans,,F,A,13.27,41.68,2.74,8.64,,,Spring,17.23,,ON,,Long Point,
DB1-LANO-60,6.3.2016,3-Jun-16,Lasionycteris noctivagans,,M,A,9.35,41.18,0.79,7.47,,,Spring,16.64,,ON,,Long Point,
DB1-LANO-7,4.21.2016,21-Apr-16,Lasionycteris noctivagans,,F,A,12.08,42.57,2.02,8.34,,,Spring,17.33,,ON,,Long Point,
DB1-LANO-8,4.21.2016,21-Apr-16,Lasionycteris noctivagans,,F,A,13.77,41.71,3.14,9.27,,,Spring,17.9,,ON,,Long Point,
DB1-LANO-9,4.22.2016,22-Apr-16,Lasionycteris noctivagans,,F,A,10.92,40.87,1.17,8.39,,,Spring,16.71,,ON,,Long Point,
DB2-LABO-1,8.17.2016,17-Aug-16,Lasiurus borealis,,F,A,11.46,41.39,0.99,9.19,,,Fall,20.3,,ON,,Long Point,
DB2-LABO-10,8.24.2016,24-Aug-16,Lasiurus borealis,,M,SA,8.47,37.95,0.59,6.72,,,Fall,20.46,,ON,,Long Point,
DB2-LABO-11,8.26.2016,26-Aug-16,Lasiurus borealis,,M,SA,11.69,39.62,0.83,9.23,,,Fall,20.84,,ON,,Long Point,
DB2-LABO-12,8.26.2016,26-Aug-16,Lasiurus borealis,,M,SA,9.97,39.57,0.65,7.91,,,Fall,20.81,,ON,,Long Point,
DB2-LABO-13,8.26.2016,26-Aug-16,Lasiurus borealis,,F,SA,10.53,41.7,0.96,8.22,,,Fall,21.48,,ON,,Long Point,
DB2-LABO-14,8.27.2016,27-Aug-16,Lasiurus borealis,,F,SA,12.35,43.11,1.15,9.72,,,Fall,23.41,,ON,,Long Point,
DB2-LABO-15,8.27.2016,27-Aug-16,Lasiurus borealis,,F,SA,11.03,38.38,1.35,8.44,,,Fall,21.3,,ON,,Long Point,
DB2-LABO-16,8.28.2016,28-Aug-16,Lasiurus borealis,,M,A,10.53,37.73,0.65,8.49,,,Fall,21.08,,ON,,Long Point,
DB2-LABO-17,8.29.2016,29-Aug-16,Lasiurus borealis,,F,A,20.92,41.03,5.85,13.34,,,Fall,23.61,,ON,,Long Point,
DB2-LABO-18,8.29.2016,29-Aug-16,Lasiurus borealis,,M,A,8.58,37.27,0.59,6.8,,,Fall,20.59,,ON,,Long Point,
DB2-LABO-19,8.31.2016,31-Aug-16,Lasiurus borealis,,F,SA,11.95,39.61,1.58,9.03,,,Fall,22.64,,ON,,Long Point,
DB2-LABO-2,8.17.2016,17-Aug-16,Lasiurus borealis,,F,A,11.26,38.72,1.05,8.75,,,Fall,19.98,,ON,,Long Point,
DB2-LABO-20,9.1.2016,1-Sep-16,Lasiurus borealis,,F,SA,13.01,41.76,1.81,9.6,,,Fall,19.51,,ON,,Long Point,
DB2-LABO-21,9.2.2016,2-Sep-16,Lasiurus borealis,,M,SA,10.4,39.67,0.72,8.28,,,Fall,20.34,,ON,,Long Point,
DB2-LABO-22,9.4.2016,4-Sep-16,Lasiurus borealis,,F,SA,11.12,39.78,1.02,8.23,,,Fall,21.03,,ON,,Long Point,
DB2-LABO-23,9.6.2016,6-Sep-16,Lasiurus borealis,,M,A,9.64,38.93,0.83,7.4,,,Fall,19.83,,ON,,Long Point,
DB2-LABO-24,9.7.2016,7-Sep-16,Lasiurus borealis,,F,A,11.63,42.62,0.95,8.85,,,Fall,23.2,,ON,,Long Point,
DB2-LABO-25,9.9.2016,9-Sep-16,Lasiurus borealis,,M,A,8.61,38.62,0.85,6.51,,,Fall,20.04,,ON,,Long Point,
DB2-LABO-26,9.9.2016,9-Sep-16,Lasiurus borealis,,M,A,10.09,39.45,0.89,7.81,,,Fall,20.68,,ON,,Long Point,
DB2-LABO-27,9.10.2016,10-Sep-16,Lasiurus borealis,,M,A,9.08,37.64,0.79,7.09,,,Fall,,,ON,,Long Point,
DB2-LABO-28,9.15.2016,15-Sep-16,Lasiurus borealis,,M,A,10.23,37.73,1.19,7.84,,,Fall,20.06,,ON,,Long Point,
DB2-LABO-29,9.15.2016,15-Sep-16,Lasiurus borealis,,M,A,9.06,37.03,1.14,6.82,,,Fall,24.07,,ON,,Long Point,
DB2-LABO-3,8.18.2016,18-Aug-16,Lasiurus borealis,,F,SA,14.92,41.52,3.42,10.08,,,Fall,22.27,,ON,,Long Point,
DB2-LABO-30,9.15.2016,15-Sep-16,Lasiurus borealis,,F,A,11.63,41.59,1.31,8.83,,,Fall,23.3,,ON,,Long Point,
DB2-LABO-31,9.15.2016,15-Sep-16,Lasiurus borealis,,M,A,11.05,40.15,1.39,8.42,,,Fall,21.1,,ON,,Long Point,
DB2-LABO-32,9.15.2016,15-Sep-16,Lasiurus borealis,,M,A,9.42,38.25,0.86,7.26,,,Fall,19.44,,ON,,Long Point,
DB2-LABO-33,9.15.2016,15-Sep-16,Lasiurus borealis,,M,A,9.91,38.56,1.13,7.62,,,Fall,18.59,,ON,,Long Point,
DB2-LABO-34,9.16.2016,16-Sep-16,Lasiurus borealis,,M,A,11.1,39.07,1.01,8.71,,,Fall,20,,ON,,Long Point,
DB2-LABO-35,9.21.2016,21-Sep-16,Lasiurus borealis,,M,A,8.67,37.44,0.78,6.81,,,Fall,19.51,,ON,,Long Point,
DB2-LABO-36,9.21.2016,21-Sep-16,Lasiurus borealis,,M,A,8.99,39.02,0.53,7.21,,,Fall,19.85,,ON,,Long Point,
DB2-LABO-37,9.22.2016,22-Sep-16,Lasiurus borealis,,M,A,8.87,38.29,0.89,6.79,,,Fall,19.66,,ON,,Long Point,
DB2-LABO-38,9.27.2016,27-Sep-16,Lasiurus borealis,,M,A,10.74,38.65,1.01,8.35,,,Fall,19.22,,ON,,Long Point,
DB2-LABO-4,8.19.2016,19-Aug-16,Lasiurus borealis,,M,SA,9.05,38.68,0.55,7.22,,,Fall,20.41,,ON,,Long Point,
DB2-LABO-5,8.19.2016,19-Aug-16,Lasiurus borealis,,M,SA,8.48,38.24,0.67,6.66,,,Fall,19.68,,ON,,Long Point,
DB2-LABO-6,8.19.2016,19-Aug-16,Lasiurus borealis,,M,SA,9.35,39.59,0.65,7.34,,,Fall,18.58,,ON,,Long Point,
DB2-LABO-7,8.19.2016,19-Aug-16,Lasiurus borealis,,M,SA,9.22,40.21,0.84,7.25,,,Fall,19.74,,ON,,Long Point,
DB2-LABO-8,8.23.2016,23-Aug-16,Lasiurus borealis,,M,SA,9.28,38.91,0.67,7.62,,,Fall,19.57,,ON,,Long Point,
DB2-LABO-9,8.24.2016,24-Aug-16,Lasiurus borealis,,F,A,19.06,42.01,4.6,12.5,,,Fall,20.35,,ON,,Long Point,
DB2-LACI-1,9.18.2016,18-Sep-16,Lasiurus cinereus,,F,A,26.69,55.6,4.3,19.47,,,Fall,22.94,,ON,,Long Point,
DB2-LANO-1,8.22.2016,22-Aug-16,Lasionycteris noctivagans,,M,SA,9.93,38.76,0.87,8.21,,,Fall,16.41,,ON,,Long Point,
DB2-LANO-10,8.29.2016,29-Aug-16,Lasionycteris noctivagans,,M,A,10.54,40.72,1.02,8.4,,,Fall,16.7,,ON,,Long Point,
DB2-LANO-100,9.4.2016,4-Sep-16,Lasionycteris noctivagans,,F,SA,11.57,41.38,1.21,9.27,,,Fall,,,ON,,Long Point,
DB2-LANO-101,9.5.2016,5-Sep-16,Lasionycteris noctivagans,,M,A,10.35,41.91,1.01,8.23,,,Fall,,,ON,,Long Point,
DB2-LANO-102,9.5.2016,5-Sep-16,Lasionycteris noctivagans,,F,A,10.98,41.36,1.62,8.21,,,Fall,,,ON,,Long Point,
DB2-LANO-103,9.6.2016,6-Sep-16,Lasionycteris noctivagans,,M,A,11.85,40.98,1.32,9.22,,,Fall,,,ON,,Long Point,
DB2-LANO-104,9.6.2016,6-Sep-16,Lasionycteris noctivagans,,F,A,12.53,41.75,1.47,9.94,,,Fall,,,ON,,Long Point,
DB2-LANO-105,9.6.2016,6-Sep-16,Lasionycteris noctivagans,,F,A,10.52,40.49,1.48,7.92,,,Fall,,,ON,,Long Point,
DB2-LANO-106,9.6.2016,6-Sep-16,Lasionycteris noctivagans,,F,A,12.45,41.71,1.28,9.91,,,Fall,,,ON,,Long Point,
DB2-LANO-107,9.6.2016,6-Sep-16,Lasionycteris noctivagans,,M,A,10.92,40.64,1.43,8.4,,,Fall,,,ON,,Long Point,
DB2-LANO-108,9.6.2016,6-Sep-16,Lasionycteris noctivagans,,F,A,10.6,40.79,0.66,8.71,,,Fall,,,ON,,Long Point,
DB2-LANO-109,9.6.2016,6-Sep-16,Lasionycteris noctivagans,,M,A,10.12,41.75,0.78,8.13,,,Fall,,,ON,,Long Point,
DB2-LANO-11,8.29.2016,29-Aug-16,Lasionycteris noctivagans,,M,A,10.56,40.29,1.22,8.39,,,Fall,16.93,,ON,,Long Point,
